pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbper,pl_insol,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass
Kepler-265 b,1.86,4.12,0.069,6.846262,220.328,1022.0,0.0,5835.0,1.103,0.97
Kepler-265 c,2.63,7.41,0.127,17.028937,65.359,755.0,0.0,5835.0,1.103,0.97
Kepler-265 d,2.49,6.76,0.236,43.130617,18.941,554.0,0.0,5835.0,1.103,0.97
Kepler-265 e,2.59,7.22,0.319,67.831024,10.354,476.0,0.0,5835.0,1.103,0.97
Kepler-266 b,2.48,6.71,0.071,6.61833,230.403,1066.0,0.0,5885.0,1.028,0.947
Kepler-266 c,3.89,14.4,0.457,107.723601,5.592,421.0,0.0,5885.0,1.028,0.947
Kepler-267 b,1.98,37.9,0.037,3.353728,45.843,615.0,0.0,4258.0,0.555,0.541571
Kepler-267 c,2.13,5.18,0.06,6.87745,17.583,484.0,0.0,4258.0,0.555,0.541571
Kepler-267 d,2.27,5.77,0.154,28.464515,2.647,301.0,0.0,4258.0,0.555,0.541571
Kepler-268 b,2.55,7.04,0.18,25.934138,64.933,695.0,0.0,6081.0,1.274,1.109
Kepler-268 c,3.38,11.4,0.391,83.446393,13.662,471.0,0.0,6081.0,1.274,1.109
Kepler-269 b,2.47,6.66,0.061,5.326718,604.9,1007.0,0.0,5847.0,0.959,0.92
Kepler-269 c,1.69,3.5,0.081,8.127899,342.6,875.0,0.0,5847.0,0.959,0.92
Kepler-27 b,4.0,2895.31,0.118,15.3348,28.681,610.0,0.0,5400.0,0.59,0.65
Kepler-27 c,4.9,4385.87,0.191,31.3309,11.067,481.0,0.0,5400.0,0.59,0.65
Kepler-27 d,2.7061946,7.78,0.06578,6.546289921,88.2,810.0,0.0,5251.0,0.817,0.926
Kepler-270 b,2.01,4.7,0.107,11.476094,178.362,984.0,0.0,6067.0,1.461,1.17
Kepler-270 c,1.77,3.78,0.18,25.262887,62.241,756.0,0.0,6067.0,1.461,1.17
Kepler-271 b,1.23,2.04,0.08784,10.43547805,75.957,759.0,0.0,5555.0,0.87,0.9
Kepler-271 c,0.95,0.809,0.06993,7.41086267,119.631,850.0,0.0,5555.0,0.87,0.9
Kepler-271 d,0.66,0.219,0.05554,5.24972541,189.343,954.0,0.0,5555.0,0.87,0.9
Kepler-272 b,1.43,78.0,0.038,2.971353,801.741,1200.0,0.0,5297.0,0.929,0.91
Kepler-272 c,1.79,97.8,0.061,6.057342,310.76,947.0,0.0,5297.0,0.929,0.91
Kepler-272 d,2.25,5.69,0.091,10.937304,141.135,777.0,0.0,5297.0,0.929,0.91
Kepler-273 b,1.5,2.86,0.037,2.936532,285.636,1209.0,0.0,5626.0,0.815,0.756
Kepler-273 c,1.98,4.58,0.073,8.014927,74.887,865.0,0.0,5626.0,0.815,0.756
Kepler-274 b,1.54,2.99,0.101,11.634788,147.812,961.0,0.0,6023.0,1.007,0.883
Kepler-274 c,1.84,4.04,0.204,33.197861,36.518,678.0,0.0,6023.0,1.007,0.883
Kepler-275 b,2.34,6.08,0.098,10.300682,266.3,1015.0,0.0,6165.0,1.383,1.189
Kepler-275 c,3.38,11.4,0.132,16.088134,146.5,875.0,0.0,6165.0,1.383,1.189
Kepler-275 d,3.33,11.1,0.224,35.676062,50.7,671.0,0.0,6165.0,1.383,1.189
Kepler-276 b,2.87,731.209,0.119,14.12841,58.586,739.0,0.0,6105.0,1.046,0.845
Kepler-276 c,2.9,16.6,0.18619,31.884,19.793,563.0,0.0,5693.0,1.03,1.1
Kepler-276 d,2.8,16.3,0.24666,48.648,11.274,489.0,0.0,5693.0,1.03,1.1
Kepler-277 b,2.92,87.3,0.14168,17.324,198.245,964.0,0.0,5946.0,1.69,1.12
Kepler-277 c,3.36,64.2,0.21781,33.006,83.898,778.0,0.0,5946.0,1.69,1.12
Kepler-278 b,3.955,56.0,0.202,30.1556,110.0,586.0,0.696,4965.0,2.861,1.227
Kepler-278 c,3.268,34.9,0.287,51.111,54.3,492.0,0.616,4965.0,2.861,1.227
Kepler-279 b,3.62,4180.93,0.112,12.309681,249.021,1104.0,0.0,6363.0,1.746,1.2
Kepler-279 c,4.3,49.4,0.2236,35.736,60.157,774.0,0.0,6689.45,1.07,1.1
Kepler-279 d,3.1,37.5,0.2901,54.414,35.739,574.0,0.0,6689.45,1.07,1.1
Kepler-279 e,4.13,56.0,0.439,98.3531,21.96,552.0,0.0,6689.45,1.43,1.164
Kepler-28 b,1.959,1.63,0.05687,5.91,62.577,585.0,0.0,4499.3,0.664,0.684
Kepler-28 c,1.857,2.06,0.07519,8.99,35.898,509.0,0.017,4499.3,0.664,0.684
Kepler-280 b,1.45,2.7,0.032,2.139542,821.894,1425.0,0.0,5744.0,0.886,0.962
Kepler-280 c,2.01,4.7,0.056,4.807091,279.085,1088.0,0.0,5744.0,0.886,0.962
Kepler-281 b,2.82,324.0,0.117,14.646008,118.246,694.0,0.0,5723.0,0.899,0.95
Kepler-281 c,5.31,161.124,0.215,36.337373,35.203,513.0,0.0,5723.0,0.899,0.95
Kepler-281 d,5.93747806,654.0,0.5456,148.2720032,2.51,321.0,0.0,5717.0,0.884,0.984
Kepler-282 b,1.01,1.01,0.082,9.220524,195.935,817.0,0.0,5602.0,0.904,0.86
Kepler-282 c,1.2,1.87,0.106,13.638723,116.117,717.0,0.0,5602.0,0.904,0.86
Kepler-282 d,2.46,61.0,0.15837,24.806,52.348,588.0,0.0,5656.0,0.89,0.97
Kepler-282 e,3.1,56.2,0.23332,44.347,24.114,484.0,0.0,5656.0,0.89,0.97
Kepler-283 b,2.13,5.18,0.082,11.008151,16.26,488.0,0.0,4351.0,0.566,0.596
Kepler-283 c,1.82,3.97,0.341,92.743711,0.949,240.0,0.0,4351.0,0.566,0.596
Kepler-284 b,2.24,5.65,0.104,12.699149,38.366,686.0,0.0,5615.0,0.814,0.766
Kepler-284 c,2.61,7.32,0.213,37.514456,9.042,478.0,0.0,5615.0,0.814,0.766
Kepler-285 b,1.34,2.36,0.036,2.633867,428.407,1131.0,0.0,5411.0,0.808,0.915
Kepler-285 c,1.12,1.46,0.064,6.186676,137.068,851.0,0.0,5411.0,0.808,0.915
Kepler-286 b,1.24,2.07,0.027,1.796302,850.1,1367.0,0.0,5580.0,0.863,0.83
Kepler-286 c,1.37,2.45,0.042,3.468095,353.0,1098.0,0.0,5580.0,0.863,0.83
Kepler-286 d,1.33,2.33,0.061,5.914323,173.9,919.0,0.0,5580.0,0.863,0.83
Kepler-286 e,1.77,3.78,0.176,29.221289,20.6,539.0,0.0,5580.0,0.863,0.83
Kepler-287 b,2.33,83.0,0.145,20.342199,35.75,667.0,0.0,5806.0,1.032,0.963
Kepler-287 c,3.26,66.0,0.246,44.851896,12.457,513.0,0.0,5806.0,1.032,0.963
Kepler-288 b,1.67,3.43,0.065,6.097326,247.301,1197.0,0.0,5918.0,1.091,0.842
Kepler-288 c,2.85,8.5,0.14,19.305772,53.148,815.0,0.0,5918.0,1.091,0.842
Kepler-288 d,2.67,7.61,0.287,56.633742,12.659,570.0,0.0,5918.0,1.091,0.842
Kepler-289 b,2.49,3.7,0.21183,34.5383,27.371,607.0,0.0,5990.0,1.0,1.08
Kepler-289 c,11.23,157.18,0.50155,125.8723,4.882,394.0,0.0,5990.0,1.0,1.08
Kepler-289 e,2.94,17.4,0.9342,330.0716,1.58,286.0,0.0,5990.0,0.985,1.061
Kepler-29 b,2.55,5.0,0.08482,10.33974,55.9,777.0,0.0,5378.0,0.732,0.761
Kepler-29 c,2.34,4.5,0.10027,13.28613,34.4,715.0,0.0,5378.0,0.732,0.761
Kepler-290 b,2.25,5.69,0.11,14.589347,22.637,594.0,0.0,5147.0,0.743,0.756
Kepler-290 c,2.7,7.75,0.205,36.77031,6.596,437.0,0.0,5147.0,0.743,0.756
Kepler-290 d,0.86,0.566,0.0154,0.764017553,1503.79,1589.0,0.0,5142.0,0.755,0.84
Kepler-291 b,2.16,5.31,0.047,3.546511,627.374,1212.0,0.0,6002.0,1.016,1.023
Kepler-291 c,1.88,4.19,0.065,5.700786,332.737,1035.0,0.0,6002.0,1.016,1.023
Kepler-292 b,1.32,2.3,0.035,2.580827,394.301,1130.0,0.0,5299.0,0.826,0.865
Kepler-292 c,1.47,2.76,0.045,3.715335,242.416,1001.0,0.0,5299.0,0.826,0.865
Kepler-292 d,2.23,5.6,0.068,7.055679,103.005,808.0,0.0,5299.0,0.826,0.865
Kepler-292 e,2.67,7.61,0.097,11.97901,50.924,678.0,0.0,5299.0,0.826,0.865
Kepler-292 f,2.35,6.12,0.141,20.834237,24.325,563.0,0.0,5299.0,0.826,0.865
Kepler-293 b,3.07,9.64,0.144,19.254196,28.944,657.0,0.0,5804.0,0.957,0.934
Kepler-293 c,3.83,14.0,0.286,54.155743,7.287,466.0,0.0,5804.0,0.957,0.934
Kepler-294 b,1.77,3.78,0.048,3.701212,329.801,1087.0,0.0,5913.0,0.976,0.947
Kepler-294 c,2.71,7.8,0.071,6.6264,151.491,895.0,0.0,5913.0,0.976,0.947
Kepler-295 b,1.22,1.98,0.099,12.645164,287.5,741.0,0.0,5603.0,0.898,0.89
Kepler-295 c,1.17,1.71,0.142,21.526258,141.4,621.0,0.0,5603.0,0.898,0.89
Kepler-295 d,1.36,2.42,0.192,33.884054,104.962,533.0,0.0,5603.0,0.898,0.89
Kepler-296 b,1.61,3.22,0.079,10.864384,6.5,495.0,0.33,3740.0,0.48,0.498
Kepler-296 c,2.0,4.66,0.0521,5.8416366,14.8,606.0,0.33,3740.0,0.48,0.498
Kepler-296 d,2.09,5.02,0.118,19.850291,2.9,403.0,0.33,3740.0,0.48,0.498
Kepler-296 e,1.53,2.96,0.169,34.14211,1.41,337.0,0.33,3740.0,0.48,0.498
Kepler-296 f,1.8,3.89,0.255,63.33627,0.62,274.0,0.33,3740.0,0.48,0.498
Kepler-297 b,2.87,48.5,0.217,38.871826,16.464,509.0,0.0,5619.0,0.915,0.927
Kepler-297 c,6.54,42.1,0.336,74.920137,6.86,409.0,0.0,5619.0,0.915,0.927
Kepler-298 b,1.96,4.5,0.08,10.475464,24.707,540.0,0.0,4465.0,0.582,0.66
Kepler-298 c,1.93,4.38,0.136,22.92881,8.696,416.0,0.0,4465.0,0.582,0.66
Kepler-298 d,2.5,6.8,0.305,77.473633,1.715,277.0,0.0,4465.0,0.582,0.66
Kepler-299 b,1.32,2.3,0.04,2.927128,622.067,1258.0,0.0,5617.0,1.032,1.004
Kepler-299 c,2.65,7.51,0.07,6.885875,198.554,946.0,0.0,5617.0,1.032,1.004
Kepler-299 d,1.86,4.12,0.118,15.054786,69.96,729.0,0.0,5617.0,1.032,1.004
Kepler-299 e,1.87,4.16,0.22,38.285489,20.174,534.0,0.0,5617.0,1.032,1.004
Kepler-30 b,3.9,11.3,0.18,29.33434,16.379,524.0,0.042,5498.0,0.95,0.99
Kepler-30 c,12.3,640.0,0.3,60.323105,6.217,411.0,0.0111,5498.0,0.95,0.99
Kepler-30 d,8.8,23.1,0.5,143.34394,1.962,308.0,0.022,5498.0,0.95,0.99
Kepler-300 b,1.67,3.43,0.094,10.446347,265.186,812.0,0.0,5986.0,0.9,1.07
Kepler-300 c,2.25,5.69,0.232,40.714955,43.248,516.0,0.0,5986.0,0.9,1.07
Kepler-301 b,1.35,2.39,0.036,2.508553,665.437,1278.0,0.0,5815.0,0.9,1.022
Kepler-301 c,1.35,2.39,0.06,5.419026,238.481,989.0,0.0,5815.0,0.9,1.022
Kepler-301 d,1.75,3.71,0.112,13.751243,68.931,725.0,0.0,5815.0,0.9,1.022
Kepler-302 b,4.06,15.5,0.193,30.184104,31.247,634.0,0.0,5740.0,1.22,1.021
Kepler-303 b,0.89,0.64,0.024,1.937055,145.436,802.0,0.0,3944.0,0.485,0.575
Kepler-303 c,1.14,1.55,0.057,7.061149,25.851,521.0,0.0,3944.0,0.485,0.575
Kepler-304 b,2.86,8.55,0.039,3.295709,139.146,875.0,0.0,4731.0,0.687,0.737
Kepler-304 c,2.17,5.35,0.054,5.315946,73.598,746.0,0.0,4731.0,0.687,0.737
Kepler-304 d,2.75,8.0,0.08,9.653471,33.16,611.0,0.0,4731.0,0.687,0.737
Kepler-304 e,1.2,1.87,0.02317,1.499146953,397.254,1137.0,0.0,4817.0,0.73,0.8
Kepler-305 b,3.6,10.5,0.05746,5.487,112.914,836.0,0.005,5080.0,0.8,0.76
Kepler-305 c,3.3,6.0,0.07568,8.291,65.1,728.0,0.0,5080.0,0.8,0.76
Kepler-305 d,2.76,6.2,0.12091,16.74,25.523,576.0,0.0,5090.0,0.792,0.827
Kepler-305 e,1.7938153,3.87,0.04017,3.20538,220.4,1000.0,0.0,4974.0,0.827279,0.82
Kepler-306 b,1.52,2.92,0.05,4.646186,127.255,830.0,0.0,4954.0,0.719,0.75
Kepler-306 c,2.35,6.12,0.067,7.240193,70.449,716.0,0.0,4954.0,0.719,0.75
Kepler-306 d,2.47,6.66,0.12,17.326644,21.983,535.0,0.0,4954.0,0.719,0.75
Kepler-306 e,2.27,5.77,0.227,44.840975,6.185,390.0,0.0,4954.0,0.719,0.75
Kepler-307 b,2.43,7.44,0.09359,10.4208,59.7,797.0,0.0,5367.0,0.814,0.907
Kepler-307 c,2.2,3.64,0.10896,13.0729,44.0,739.0,0.0,5367.0,0.814,0.907
Kepler-308 b,2.12,5.14,0.09,9.694928,108.64,833.0,0.0,5895.0,0.941,0.92
Kepler-308 c,2.16,5.31,0.123,15.38231,58.679,714.0,0.0,5895.0,0.941,0.92
Kepler-309 b,1.56,3.05,0.059,5.923653,99.493,531.0,0.0,4713.0,0.721,0.816
Kepler-309 c,2.51,6.85,0.401,105.356383,2.142,204.0,0.0,4713.0,0.721,0.816
Kepler-31 b,5.5,36.7418,0.16,20.8613,91.474,781.0,0.0,6340.0,1.22,1.21
Kepler-31 c,5.3,1493.7,0.26,42.6318,35.254,615.0,0.0,6340.0,1.22,1.21
Kepler-31 d,3.9,2161.244,0.4,87.6451,11.8,484.0,0.0,6340.0,1.22,1.21
Kepler-310 b,1.19,1.81,0.111,13.930698,45.97,665.0,0.0,5797.0,0.876,0.854
Kepler-310 c,3.38,11.4,0.281,56.47542,7.109,417.0,0.0,5797.0,0.876,0.854
Kepler-310 d,2.47,7.0,0.392,92.876125,3.664,353.0,0.0,5797.0,0.876,0.854
Kepler-311 b,1.7,3.53,0.087,9.176092,201.362,960.0,0.0,5905.0,1.188,0.994
Kepler-311 c,1.43,2.63,0.145,19.738286,72.456,744.0,0.0,5905.0,1.188,0.994
Kepler-311 d,2.05,4.86,0.7326,232.040326,2.71,327.0,0.0,5903.0,1.156,0.974
Kepler-312 b,1.29,2.21,0.031,1.772419,4124.022,1685.0,0.0,6115.0,1.467,1.314
Kepler-312 c,3.15,10.1,0.153,19.747412,165.824,754.0,0.0,6115.0,1.467,1.314
Kepler-313 b,2.53,6.94,0.125,14.970418,142.4,883.0,0.0,5727.0,1.536,1.114
Kepler-313 c,2.57,7.13,0.208,32.273273,51.1,683.0,0.0,5727.0,1.536,1.114
Kepler-314 b,0.83,0.498,0.035,2.461069,488.674,1195.0,0.0,5378.0,0.95,0.99
Kepler-314 c,2.9,8.75,0.064,5.960392,149.977,890.0,0.0,5378.0,0.95,0.99
Kepler-315 b,3.77,13.7,0.402,96.101141,6.674,409.0,0.0,5796.0,1.037,0.831
Kepler-315 c,4.15,16.1,0.791,265.469335,1.722,291.0,0.0,5796.0,1.037,0.831
Kepler-316 b,1.06,1.2,0.027,2.240508,164.776,837.0,0.0,4204.0,0.52,0.587
Kepler-316 c,1.16,1.65,0.058,6.827766,37.377,577.0,0.0,4204.0,0.52,0.587
Kepler-317 b,2.09,109.8,0.061,5.524242,151.652,976.0,0.0,5497.0,0.941,0.865
Kepler-317 c,1.72,3.61,0.083,8.77501,81.761,837.0,0.0,5497.0,0.941,0.865
Kepler-318 b,4.71,19.9,0.056,4.662715,333.149,1039.0,0.0,5746.0,1.189,1.073
Kepler-318 c,3.68,13.1,0.105,11.815007,96.513,762.0,0.0,5746.0,1.189,1.073
Kepler-319 b,1.63,3.29,0.051,4.362705,253.665,1023.0,0.0,5526.0,0.903,0.933
Kepler-319 c,2.63,7.41,0.069,6.941357,136.343,876.0,0.0,5526.0,0.903,0.933
Kepler-319 d,2.29,5.86,0.191,31.781925,17.962,528.0,0.0,5526.0,0.903,0.933
Kepler-32 b,2.2,1303.0,0.05,5.90124,22.025,514.0,0.0,3900.0,0.53,0.58
Kepler-32 c,2.0,158.9,0.09,8.7522,10.68,451.0,0.0,3900.0,0.53,0.58
Kepler-32 d,2.7,39.9089,0.13,22.7802,3.631,328.0,0.0,3900.0,0.53,0.58
Kepler-32 e,1.5,4.08181,0.033,2.896,56.649,652.0,0.0,3900.0,0.53,0.58
Kepler-32 f,0.82,969.228,0.013,0.74296,349.645,1026.0,0.0,3900.0,0.53,0.58
Kepler-320 b,1.14,1.55,0.085,8.371554,280.559,1292.0,0.0,6435.0,1.108,1.072
Kepler-320 c,1.37,2.45,0.142,17.934937,101.619,1002.0,0.0,6435.0,1.108,1.072
Kepler-321 b,1.77,3.78,0.057,4.915379,296.155,1042.0,0.0,5740.0,1.194,1.024
Kepler-321 c,2.32,5.99,0.11,13.093921,80.103,752.0,0.0,5740.0,1.194,1.024
Kepler-322 b,1.01,1.01,0.027,1.653888,735.179,1373.0,0.0,5388.0,0.89,0.908
Kepler-322 c,1.67,3.43,0.051,4.337234,203.406,996.0,0.0,5388.0,0.89,0.908
Kepler-323 b,1.381,3.9,0.02778,1.678328,1900.0,1838.0,0.095,6004.0,1.12,1.015
Kepler-323 c,1.57,6.8,0.0458,3.5538229,700.0,1431.0,0.095,6004.0,1.12,1.015
Kepler-324 b,1.14,2414.4,0.05,4.385315,194.34,935.0,0.0,5194.0,0.84,0.901
Kepler-324 c,3.15,6.2,0.26,51.805612,7.233,410.0,0.0,5194.0,0.84,0.901
Kepler-324 e,2.03862444,235.014,0.10972,13.97939968,38.9,635.0,0.0,5191.0,0.826,0.844
Kepler-325 b,2.91,8.8,0.053,4.544439,210.554,1017.0,0.0,5752.0,1.003,0.914
Kepler-325 c,2.54,6.99,0.105,12.762172,53.044,721.0,0.0,5752.0,1.003,0.914
Kepler-325 d,2.79,8.2,0.22,38.715185,12.083,498.0,0.0,5752.0,1.003,0.914
Kepler-326 b,1.52,44.6,0.032,2.248329,783.449,1127.0,0.0,5105.0,0.801,0.91
Kepler-326 c,1.4,17.4,0.051,4.580358,303.62,889.0,0.0,5105.0,0.801,0.91
Kepler-326 d,1.21,6.9,0.066,6.766888,180.644,781.0,0.0,5105.0,0.801,0.91
Kepler-327 b,1.11,1.41,0.029,2.549575,73.056,682.0,0.0,3799.0,0.492,0.591913
Kepler-327 c,1.03,20.3,0.047,5.212333,28.272,537.0,0.0,3799.0,0.492,0.591913
Kepler-327 d,1.73,3.64,0.09,13.969457,7.59,387.0,0.0,3799.0,0.492,0.591913
Kepler-328 b,2.3,28.5,0.2199,34.921,57.079,602.0,0.0,6064.0,1.06,1.15
Kepler-328 c,5.4,39.4,0.354,71.312,22.025,475.0,0.0,6064.0,1.06,1.15
Kepler-329 b,1.4,2.54,0.061,7.416397,40.689,547.0,0.0,4257.0,0.523,0.602
Kepler-329 c,1.93,4.38,0.113,18.684737,11.869,402.0,0.0,4257.0,0.523,0.602
Kepler-33 b,1.74,3.68,0.0677,5.66793,744.011,1336.0,0.0,5904.0,1.82,1.291
Kepler-33 c,3.2,0.39,0.1189,13.17562,241.759,1009.0,0.0,5904.0,1.82,1.291
Kepler-33 d,5.35,3.91,0.1662,21.77596,123.691,853.0,0.0,5904.0,1.82,1.291
Kepler-33 e,4.02,5.57,0.2138,31.7844,74.72,752.0,0.0,5904.0,1.82,1.291
Kepler-33 f,4.46,9.6,0.2535,41.02902,53.183,691.0,0.0,5904.0,1.82,1.291
Kepler-330 b,1.35,2.39,0.075,8.25978,66.578,714.0,0.0,5117.0,0.722,0.848
Kepler-330 c,1.95,4.46,0.116,15.955387,27.676,573.0,0.0,5117.0,0.722,0.848
Kepler-331 b,1.82,3.97,0.065,8.457496,35.984,540.0,0.0,4347.0,0.492,0.653
Kepler-331 c,1.84,4.04,0.105,17.28111,13.888,425.0,0.0,4347.0,0.492,0.653
Kepler-331 d,1.64,3.33,0.159,32.134328,6.065,346.0,0.0,4347.0,0.492,0.653
Kepler-332 b,1.17,1.71,0.07,7.626324,53.712,703.0,0.0,4955.0,0.72,0.743
Kepler-332 c,1.09,1.32,0.114,15.995622,19.986,550.0,0.0,4955.0,0.72,0.743
Kepler-332 d,1.18,1.76,0.189,34.21154,7.253,427.0,0.0,4955.0,0.72,0.743
Kepler-333 b,1.32,28.2,0.087,12.551158,16.819,480.0,0.0,4259.0,0.534,0.601
Kepler-333 c,1.11,1.41,0.135,24.08821,7.049,386.0,0.0,4259.0,0.534,0.601
Kepler-334 b,1.12,1.46,0.061,5.470319,300.982,1090.0,0.0,5828.0,1.068,1.022
Kepler-334 c,1.43,2.63,0.107,12.758005,97.21,822.0,0.0,5828.0,1.068,1.022
Kepler-334 d,1.41,2.57,0.168,25.09849,39.475,656.0,0.0,5828.0,1.068,1.022
Kepler-335 b,3.39,11.4,0.075,6.562331,721.124,1290.0,0.0,5877.0,1.854,1.367
Kepler-335 c,3.07,9.64,0.356,67.844469,32.035,592.0,0.0,5877.0,1.854,1.367
Kepler-336 b,1.02,1.04,0.033,2.024823,1652.5,1625.0,0.0,5867.0,1.304,1.09
Kepler-336 c,2.1,5.06,0.092,9.600001,206.91,967.0,0.0,5867.0,1.304,1.09
Kepler-336 d,2.37,6.21,0.154,20.678772,74.36,749.0,0.0,5867.0,1.304,1.09
Kepler-337 b,1.54,2.99,0.045,3.292781,1589.012,1458.0,0.0,5684.0,1.761,1.081
Kepler-337 c,2.05,4.86,0.093,9.693201,376.21,1017.0,0.0,5684.0,1.761,1.081
Kepler-338 b,2.44,30.6,0.117,13.726976,256.606,1005.0,0.04,5923.0,1.735,1.105
Kepler-338 c,2.34,6.08,0.172,24.310856,119.648,831.0,0.03,5923.0,1.735,1.105
Kepler-338 d,3.0,9.27,0.257,44.431014,53.556,680.0,0.03,5923.0,1.735,1.105
Kepler-338 e,1.56,8.5,0.08979,9.341,428.524,1143.0,0.05,5999.0,1.735,1.14
Kepler-339 b,1.42,2.6,0.055,4.977656,159.945,1023.0,0.0,5631.0,0.802,0.87
Kepler-339 c,1.15,7.3,0.069,6.988055,101.841,914.0,0.0,5631.0,0.802,0.87
Kepler-339 d,1.17,14.7,0.091,10.558345,58.651,796.0,0.0,5631.0,0.802,0.87
Kepler-340 b,2.53,6.94,0.134,14.844387,274.318,1092.0,0.0,6620.0,1.85,1.65
Kepler-340 c,3.37,11.3,0.178,22.824669,154.653,946.0,0.0,6620.0,1.85,1.65
Kepler-341 b,1.18,1.76,0.06,5.195528,422.097,1085.0,0.0,6012.0,1.024,0.976
Kepler-341 c,1.7,3.53,0.08,8.01041,237.43,940.0,0.0,6012.0,1.024,0.976
Kepler-341 d,1.85,4.08,0.182,27.666313,45.423,622.0,0.0,6012.0,1.024,0.976
Kepler-341 e,1.99,4.62,0.242,42.473269,25.667,539.0,0.0,6012.0,1.024,0.976
Kepler-342 b,2.25,5.69,0.128,15.170318,160.261,905.0,0.0,6175.0,1.472,1.213
Kepler-342 c,1.96,4.5,0.185,26.234138,77.29,754.0,0.0,6175.0,1.472,1.213
Kepler-342 d,2.49,6.76,0.242,39.459357,44.828,658.0,0.0,6175.0,1.472,1.213
Kepler-342 e,0.88,0.615,0.02909,1.644224613,3111.322,1897.0,0.0,6366.0,1.34,1.26
Kepler-343 b,2.41,6.39,0.088,8.96855,206.072,1024.0,0.0,5807.0,1.433,1.055
Kepler-343 c,2.02,4.74,0.167,23.22182,57.932,746.0,0.0,5807.0,1.433,1.055
Kepler-344 b,2.61,7.32,0.153,21.963945,27.327,643.0,0.0,5774.0,0.976,0.931
Kepler-344 c,2.95,9.01,0.488,125.596809,2.673,360.0,0.0,5774.0,0.976,0.931
Kepler-345 b,0.74,0.48,0.066,7.415563,35.37,622.0,0.0,4504.0,0.623,0.61
Kepler-345 c,1.2,2.2,0.077,9.387427,25.83,575.0,0.0,4504.0,0.623,0.61
Kepler-346 b,2.66,7.56,0.071,6.511127,134.357,1008.0,0.0,6033.0,1.021,0.943
Kepler-346 c,3.07,9.64,0.168,23.851549,23.812,654.0,0.0,6033.0,1.021,0.943
Kepler-347 b,1.97,4.54,0.11,12.79836,180.549,908.0,0.0,6088.0,1.005,0.922
Kepler-347 c,1.75,3.71,0.183,27.320871,65.707,705.0,0.0,6088.0,1.005,0.922
Kepler-347 d,3.04,9.48,0.3802,85.517344,12.75,482.0,0.0,5592.0,1.451,1.0
Kepler-348 b,1.52,2.92,0.076,7.05677,438.942,1196.0,0.0,6177.0,1.359,1.189
Kepler-348 c,1.33,2.33,0.138,17.265427,133.259,888.0,0.0,6177.0,1.359,1.189
Kepler-349 b,1.9,94.5,0.065,5.929778,248.274,972.0,0.0,5956.0,0.927,1.083
Kepler-349 c,1.96,4.5,0.105,12.247629,94.491,763.0,0.0,5956.0,0.927,1.083
Kepler-350 b,1.85,16.9,0.104,11.189562,257.721,1037.0,0.0,6186.0,1.534,1.19
Kepler-350 c,3.1,6.1,0.1385,17.849,138.415,888.0,0.0,6492.3,1.25,1.0
Kepler-350 d,2.8,14.9,0.1786,26.136,83.237,782.0,0.0,6492.3,1.25,1.0
Kepler-351 b,3.06,4.8,0.214,37.054919,11.983,498.0,0.0,5643.0,0.854,0.81
Kepler-351 c,3.19,11.1,0.287,57.24809,6.712,431.0,0.0,5643.0,0.854,0.81
Kepler-351 d,2.72,7.85,0.5177,142.544247,1.989,318.0,0.0,5225.0,0.78,0.81
Kepler-352 b,0.86,0.566,0.085,10.05537,50.389,694.0,0.0,5212.0,0.781,0.798
Kepler-352 c,1.24,2.07,0.118,16.332995,26.373,591.0,0.0,5212.0,0.781,0.798
Kepler-352 d,0.80628032,0.449,0.06574,6.887279987,81.3,788.0,0.0,5208.0,0.772,0.796
Kepler-353 b,0.89,0.64,0.051,5.795278,27.189,534.0,0.0,3903.0,0.504,0.553
Kepler-353 c,1.38,2.48,0.065,8.410894,16.561,472.0,0.0,3903.0,0.504,0.553
Kepler-354 b,1.84,4.04,0.054,5.47666,64.845,741.0,0.0,4648.0,0.674,0.652
Kepler-354 c,1.31,2.27,0.115,16.934402,14.404,508.0,0.0,4648.0,0.674,0.652
Kepler-354 d,1.24,2.07,0.146,24.209842,8.949,451.0,0.0,4648.0,0.674,0.652
Kepler-355 b,1.46,2.73,0.102,11.03189,154.803,840.0,0.0,6184.0,1.066,0.933
Kepler-355 c,2.71,7.8,0.179,25.762294,49.973,633.0,0.0,6184.0,1.066,0.933
Kepler-356 b,1.57,3.09,0.057,4.612696,844.979,1294.0,0.0,6133.0,1.335,1.163
Kepler-356 c,1.81,3.93,0.115,13.121632,209.368,913.0,0.0,6133.0,1.335,1.163
Kepler-357 b,1.84,4.04,0.063,6.475434,69.57,793.0,0.0,5036.0,0.834,0.794
Kepler-357 c,2.67,7.61,0.12,16.85837,19.404,576.0,0.0,5036.0,0.834,0.794
Kepler-357 d,3.43,11.6,0.246,49.499875,4.619,402.0,0.0,5036.0,0.834,0.794
Kepler-358 b,2.72,7.85,0.21,34.060467,21.805,554.0,0.0,5908.0,0.954,0.94
Kepler-358 c,2.85,8.5,0.381,83.488369,6.599,411.0,0.0,5908.0,0.954,0.94
Kepler-359 b,3.53,12.2,0.178,25.563222,23.9,671.0,0.0,6248.0,1.086,0.827
Kepler-359 c,4.3,2.9,0.307,57.68802,8.1,512.0,0.0,6248.0,1.086,0.827
